VNUM	LOCALE_NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
6104	Yeti de Gheata	1	0	0	100		513	0	8448	42	0	ice_snow_giant_man	0	125	62	125	31	389	431	13735	3	5	95	142	926	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
6105	Golem de Gheata	2	0	0	103		2049	0	8448	42	0	ice_snow_golem	0	126	63	126	31	390	433	27865	3	5	192	288	2244	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	0	0	0	0	0	1.4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
6106	Troll de Gheata	2	0	0	103		257	0	8448	42	0	icegolem_soldier	0	64	128	64	32	394	437	28653	5	7	193	290	2289	123	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	0	0	0	0	0	1.4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
6107	Barba de Gheata	2	0	0	105		129	0	8448	42	0	icegolem_magician	0	130	65	130	32	374	461	72626	5	10	292	439	6934	145	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	0	0	0	0	0	1.7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
6108	General de Gheata	3	0	0	105		513	0	8448	42	0	icegolem_general	0	131	65	131	32	375	463	147212	5	15	393	590	16726	178	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
6109	Lord de Gheata	3	0	0	107		3457	0	8448	43	0	icegolem_boss	0	99	132	66	33	354	487	596772	10	15	500	750	81386	212	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	0	0	0	0	0	2.4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
6110	Yeti Magmã	0	0	0	103		513	0	4224	35	0	ice_snow_giant_man	0	125	62	125	31	183	262	97407	3	7	0	0	0	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	-70	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6111	Golem Magmã	2	0	0	107		257	0	4224	35	0	ice_snow_golem	0	126	63	126	31	183	262	159159	4	7	0	0	0	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	40	40	35	40	40	40	-50	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6112	Insectã Magmã	1	0	0	105		513	0	4224	35	0	ice_snow_insect	0	64	128	64	32	183	262	159159	4	14	0	0	0	123	110	110	100	2000	100	0	0	0	0	3	0	3	15	40	40	35	40	40	40	-60	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6113	Omul Magma	2	0	0	105		513	0	4224	35	0	ice_snow_man	0	125	128	125	31	183	262	147212	5	14	0	0	0	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	40	40	35	40	40	40	-50	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6114	Cristal Magmã	0	0	2	103		129	0	4224	35	0	magma_crystal	0	126	63	126	31	183	262	159159	7	15	0	0	0	121	110	110	100	2000	850	0	0	0	0	5	0	0	12	40	40	35	40	40	40	-70	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6115	Wyvern Magmã	3	0	2	110		129	0	4224	51	0	reddragon_room_fly	0	125	100	125	31	179	246	289159	3	7	0	0	0	100	110	110	100	2000	850	0	0	0	0	0	0	0	10	70	70	70	70	70	70	-40	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6116	Gardã Dragon Idall	4	0	0	113		3457	0	4224	51	0	reddragon_room_human_boss	0	125	132	125	31	389	431	996772	4	7	0	0	3194800	100	110	110	100	2000	220	0	0	0	0	0	0	0	10	70	70	70	70	70	70	-30	0	0	0	0	4	6117	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6117	Minion Idall	3	0	0	97		129	0	4224	51	0	reddragon_room_human_boss	0	121	132	60	30	183	262	297407	4	14	0	0	0	100	110	110	100	2000	220	0	0	0	0	0	0	0	10	40	40	35	40	40	40	-40	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6118	Statuie Dragon	5	2	0	120		2	0		51	0	metinstone_reddragon_statue	0	0	132	100	0	0	0	7000000	5	1	0	0	0	296	6337	6339	0	2000	150	0	0	0	0	0	0	0	0	70	70	70	70	70	70	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6151	Szel	4	0	0	107		3457	0	8448	35	0	icegolem_boss	0	99	132	66	33	354	487	596772	10	15	500	750	81386	212	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	0	0	0	0	0	2.4	6108	20	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
6191	Nemere	4	0	0	108		3457	0	8448	35	0	hanma_boss	0	133	66	133	33	356	490	1813838	30	20	914	1371	295809	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	40	40	35	40	40	40	0	0	0	0	0	2.9	6108	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
6192	Jotun Thrym	5	0	0	123		3457	0	32784	35	0	thunder_boss	0	133	66	133	33	346	470	1813838	30	2	0	0	3194800	256	110	110	100	2000	400	0	0	0	0	5	5	10	15	20	40	40	20	20	20	0	0	0	0	0	4	6406	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6193	Meley Regina Dragon	5	0	0	123		3459	0	4224	35	0	reddragon_room_boss2	0	133	66	133	33	346	470	1813838	30	2	0	0	3194800	256	110	110	100	2000	400	0	0	0	0	5	5	10	15	20	40	40	20	20	20	-20	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6201	Yeti Magmã	0	0	0	97		513	0	4224	35	0	ice_snow_giant_man	0	125	62	125	31	173	234	97407	3	7	0	0	0	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	-70	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6202	Golem Magmã	2	0	0	98		257	0	4224	35	0	ice_snow_golem	0	126	63	126	31	179	246	159159	4	7	0	0	0	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	-50	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6203	Insectã Magmã	1	0	0	99		513	0	4224	35	0	ice_snow_insect	0	64	128	64	32	207	258	159159	4	14	0	0	0	123	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	20	20	20	20	20	-60	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6204	Om Magmã	2	0	0	101		513	0	4224	35	0	ice_snow_man	0	125	128	125	31	207	258	147212	5	14	0	0	0	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	20	20	20	20	20	-50	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6205	Cristal Magmã	0	0	2	103		129	0	4224	35	0	magma_crystal	0	126	63	126	31	207	258	159159	7	15	0	0	0	121	110	110	100	2000	850	0	0	0	0	5	0	0	12	20	20	20	20	20	20	-70	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6206	Wyvern Magmã	3	0	2	105		129	0	4224	51	0	reddragon_room_fly	0	125	100	125	31	207	258	147212	3	7	0	0	0	100	110	110	100	2000	850	0	0	0	0	0	0	0	10	20	20	20	20	20	20	-40	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6207	Gardã Dragon Idall	4	0	0	107		3457	0	4224	51	0	reddragon_room_human_boss	0	125	132	125	31	354	487	496772	4	7	0	0	1597400	100	110	110	100	2000	220	0	0	0	0	0	0	0	10	20	20	20	20	20	20	-30	0	0	0	0	3	6208	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6209	Statuie Dragon	5	2	0	105		2	0		51	0	metinstone_reddragon_statue	0	0	132	100	0	0	0	4500000	5	1	0	0	0	296	6337	6339	0	2000	150	0	0	0	0	0	0	0	0	20	20	20	20	20	20	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6301	Rãzboinic Ochao	0	0	0	98		1	0	16388	42	0	lemures_soldier	0	121	91	60	30	173	234	21825	3	7	0	0	6562	111	200	110	100	2000	100	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	-70	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6302	Soldat Ochao	1	0	0	99		2049	0	16388	42	0	lemures_soldier2	0	122	92	61	30	179	246	25634	4	7	0	0	7878	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	0	5	5	-10	-10	-10	0	0	0	-60	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6303	Magician Ochao	1	0	2	100		257	0	16388	42	0	lemures_magic	0	93	124	62	31	207	258	29043	4	14	0	0	7965	103	110	110	100	2000	850	0	0	0	0	3	0	3	15	10	10	10	10	10	10	0	0	15	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6304	Cãlãu Ochao	2	0	0	101		129	0	16388	42	0	lemures_officer	0	125	62	125	31	183	262	38159	5	14	0	0	17721	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	0	0	0	-5	0	-5	0	0	0	-50	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6305	General Ochao	3	0	0	102		1	0	16388	42	0	lemures_general	0	126	63	126	31	196	264	97407	7	15	0	0	27706	171	200	110	100	2000	100	0	0	0	0	5	0	5	15	0	0	-5	-5	-5	0	0	0	0	-40	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6306	Luptãtor Puternic Ochao	0	0	0	117		1	0	16388	42	0	lemures_soldier	0	121	91	60	30	193	254	22825	3	7	0	0	7962	111	200	110	100	2000	100	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	-70	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6307	Soldat Puternic Ochao	1	0	0	117		2049	0	16388	42	0	lemures_soldier2	0	122	92	61	30	199	266	26634	4	7	0	0	10678	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	0	5	5	-10	-10	-10	0	0	0	-60	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6308	Magician Puternic Ochao	1	0	2	118		257	0	16388	42	0	lemures_magic	0	93	124	62	31	207	268	30043	4	14	0	0	11466	103	110	110	100	2000	850	0	0	0	0	3	0	3	15	10	10	10	10	10	10	0	0	15	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6309	Executor Puternic Ochao	2	0	0	118		129	0	16388	42	0	lemures_officer	0	125	62	125	31	193	272	39159	5	14	0	0	20521	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	0	0	0	-5	0	-5	0	0	0	-50	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6310	General Puternic Ochao	3	0	0	119		1	0	16388	42	0	lemures_general	0	126	63	126	31	206	284	98407	7	15	0	0	29805	171	200	110	100	2000	100	0	0	0	0	5	0	5	15	0	0	-5	-5	-5	0	0	0	0	-40	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6391	Lord Ochao	4	0	0	103		3201	0	16388	43	0	lemures_boss	0	128	64	128	32	162	280	418384	10	10	0	0	100088	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	15	40	40	15	15	15	0	0	0	-30	0	3	6304	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6392	Gardã Ochao	5	0	0	108		3457	0	8196	43	0	lemures_boss2	0	131	65	131	32	173	285	981420	30	15	0	0	360293	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	15	40	40	15	15	15	0	0	0	0	0	4	6305	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6393	Lord Puternic Ochao	4	0	0	120		3201	0	16388	43	0	lemures_boss	0	128	64	128	32	172	290	420384	10	10	0	0	128088	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	15	40	40	15	15	15	0	0	0	-30	0	3	6309	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6394	Gardian Puternic Ochao	5	0	0	120		3457	0	8196	43	0	lemures_boss2	0	131	65	131	32	183	295	990420	30	15	0	0	409293	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	15	40	40	15	15	15	0	0	0	0	0	4	6310	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6401	Rãzboinic En-Tai	0	0	0	100		1	0	16388	42	0	trent_soldier	0	112	84	56	28	179	257	22605	3	10	0	0	17033	112	110	120	100	2000	180	0	0	0	0	0	0	5	5	0	10	10	5	-5	-5	0	0	0	-70	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6402	Soldat En-Tai	1	0	0	102		257	0	16388	42	0	trent_soldier	0	115	87	60	30	183	268	29319	4	14	0	0	20253	119	110	130	100	2000	180	0	0	0	0	5	5	10	16	0	0	0	0	0	0	0	0	0	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6403	Druid En-Tai	1	0	2	104		257	0	16388	42	0	trent_magic	0	61	114	122	30	211	256	39563	5	7	0	0	24827	106	110	110	100	2000	850	0	0	0	0	3	0	3	15	0	10	10	5	0	0	0	0	15	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6404	Vindecãtor En-Tai	2	0	2	105		129	0	16388	42	0	trent_magic	0	62	93	120	30	211	268	42159	5	7	0	0	26530	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	0	10	10	5	0	0	0	0	15	-50	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6405	Gardian En-Tai	5	0	1	105		257	0	16388	43	0	trent_officer	0	115	93	125	31	214	273	109159	5	20	0	0	6827	120	110	110	100	2000	300	0	0	0	0	3	0	3	15	0	10	10	0	0	0	0	0	0	-20	0	4	6401	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6406	Distrugãtor En-Tai	3	0	0	108		129	0	16388	42	0	trent_general	0	125	62	125	31	226	272	108570	10	14	0	0	37249	142	110	110	100	2000	100	0	0	0	0	0	0	3	15	10	40	40	10	10	10	0	0	0	-40	0	4	6401	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6407	Suveran En-Tai	4	0	0	112		3457	0	8196	43	0	trent_boss	0	128	64	128	32	212	290	822784	10	15	0	0	362544	171	110	110	100	2000	300	0	0	0	0	0	0	3	15	15	40	40	15	15	15	0	0	0	0	0	3	6404	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6408	Bagjanamu	4	0	0	120		3457	0	8196	43	0	trent_boss2	0	131	65	131	33	354	487	1507688	30	15	0	0	808293	260	110	110	100	2000	300	0	0	0	0	5	5	10	15	15	40	40	15	15	15	0	0	0	0	0	4	6404	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6409	Vindecãtor Ochao	1	0	2	110		257	0	16388	42	0	lemures_magic	0	93	124	62	31	187	228	159159	5	5	0	0	6890	118	120	110	100	2000	850	0	0	0	0	3	0	3	15	0	5	5	0	0	0	0	0	0	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6410	Luptãtor Puternic En-Tai	0	0	0	117		1	0	16388	42	0	trent_soldier	0	112	84	56	28	189	267	23605	3	10	0	0	19133	112	110	120	100	2000	180	0	0	0	0	0	0	5	5	0	10	10	5	-5	-5	0	0	0	-70	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6411	Soldat Puternic En-Tai	1	0	0	118		257	0	16388	42	0	trent_soldier	0	115	87	60	30	193	278	30319	4	14	0	0	22353	119	110	130	100	2000	180	0	0	0	0	5	5	10	16	0	0	0	0	0	0	0	0	0	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6412	Druid Puternic En-Tai	1	0	2	118		257	0	16388	42	0	trent_magic	0	61	114	122	30	221	266	40563	5	7	0	0	26927	106	110	110	100	2000	850	0	0	0	0	3	0	3	15	0	10	10	5	0	0	0	0	15	-60	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6413	Vraci Puternic En-Tai	2	0	2	119		129	0	16388	42	0	trent_magic	0	62	93	120	30	221	278	43159	5	7	0	0	28630	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	0	10	10	5	0	0	0	0	15	-50	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6414	Asasin Puternic En-Tai	3	0	0	120		129	0	16388	42	0	trent_general	0	125	62	125	31	236	282	110570	10	14	0	0	39349	142	110	110	100	2000	100	0	0	0	0	0	0	3	15	10	40	40	10	10	10	0	0	0	-40	0	4	6410	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6415	Eveniment Beran-Setaou	5	0	0	105		1	0	2048	35	0	blue_dragon	0	33	33	33	33	66	110	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	0	0	15	20	0	0	0	0	0	0	0	-20	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6416	Eveniment Nemere	5	0	0	105		1	0	8448	35	0	hanma_boss	0	33	33	33	33	66	110	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	0	0	0	0	0	0	0	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6417	Eveniment Razador	5	0	0	105		1	0	4224	35	0	yamachun_boss	0	33	33	33	33	66	110	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	0	0	0	0	0	0	-20	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6418	Eveniment Jotun Thrym	5	0	0	105		1	0	32784	35	0	thunder_boss	0	33	33	33	33	66	110	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	0	0	0	0	0	0	0	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6419	Eveniment Dragonul Roºu	5	0	0	105		1	0	4224	35	0	fire_dragon	0	133	66	133	33	346	470	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	0	0	0	0	0	0	-20	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6420	Spirit Rãzboinic	5	0	0	115		1	0	2052	35	0	ten_warrior_monster	0	33	33	33	33	66	110	15000	5	7	0	0	0	256	110	110	100	2000	300	0	0	0	0	5	5	10	15	0	0	0	0	0	0	0	-20	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6421	Baashido+	5	0	2	105		1	0	4	35	0	luck_sheep_boss	0	124	100	80	30	50	371	100	5	7	0	0	0	256	110	110	100	2000	850	0	0	5	5	5	10	10	15	0	0	0	0	0	0	0	0	0	0	100	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6422	Metinul Vanitãþii	5	2	3	50		2	0		35	0		0	0	0	48	0	0	0	700	5	1	0	0	0	46	0	0	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6500	Rege Dragon Akzadur	4	0	0	120		3457	0	4224	35	0	pve_dragonmaster_boss	0	112	132	125	31	339	381	18967720	30	3	0	0	0	100	120	150	100	3000	650	0	0	0	0	0	0	0	10	40	40	40	40	40	40	-30	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6501	Rege Dragon Nafaroth	4	0	0	121		3457	0	4224	35	0	pve_dragonmaster_boss	0	129	132	125	31	359	401	23967720	30	3	0	0	0	100	120	150	100	3000	650	0	0	0	0	0	0	0	10	90	90	90	90	90	90	-5	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6502	Rege Dragon Exedyar	4	0	0	122		3457	0	4224	35	0	pve_dragonmaster_boss	0	125	132	125	31	379	411	28967720	25	4	0	0	0	100	120	150	100	3000	650	0	0	0	0	0	0	0	10	50	50	50	50	50	50	-30	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6503	Rege Dragon Ruilith	4	0	0	123		3457	0	4224	35	0	pve_dragonmaster_boss	0	128	132	125	31	389	431	32967720	25	4	0	0	0	100	120	150	100	3000	650	0	0	0	0	0	0	0	10	55	55	55	55	55	55	-30	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6504	Tyolduran	5	0	0	115		3457	0	4224	35	0	fire_dragon	0	105	66	125	31	379	411	12967720	30	3	0	0	0	100	110	110	100	2000	300	0	0	0	0	5	5	10	10	20	20	20	20	20	20	-30	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6513	Portal Dragon	5	1	0	1		2	0		35	0		2	0	0	0	0	0	0	120	3	1	0	0	7	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6514	La Regele Dragon	5	9	0	1		2	0		35	0		1	0	0	0	0	0	0	120	3	1	0	0	7	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6515	Ieºire	5	1	0	1		2	0		35	0		2	0	0	0	0	0	0	120	3	1	0	0	7	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7001	Maimuta Soldat	1	0	0	52		1	0	16385		0	monkey	0	60	80	40	20	95	116	3370	3	5	500	1000	1400	69	90	100	100	2000	100	0	0	0	10	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7002	Maimuta Jocheu	1	0	0	53		3	0	16385		0	monkey	0	61	81	40	20	87	131	4330	7	5	500	1000	1400	75	100	100	100	2000	150	0	0	0	10	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7003	Maimuta Soldat Gimu	1	0	0	54		1	0	16385		0	monkey	0	61	81	41	20	79	147	6172	12	10	500	1000	1400	78	110	100	100	2000	150	0	0	0	15	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7004	Maimuta Comandant	2	0	0	54		1	0	16385	3	0	monkey	0	62	82	41	20	107	131	10627	7	10	500	1000	1400	69	110	100	100	2000	150	0	0	0	15	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.5	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7005	Maimuta de Piatra	2	0	0	55		1	0	16385	3	0	monkey	0	83	41	62	21	108	132	10969	7	10	500	1000	1400	75	90	100	100	2000	150	0	0	0	20	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.5	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7006	Maimuþã  de Aur	2	0	0	56		1	0	16385	3	0	monkey	0	84	63	42	21	109	133	11315	7	10	500	1000	1400	78	80	100	100	2000	150	0	0	0	20	0	0	0	2	0	15	15	15	15	15	-30	0	0	0	1	1.5	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7007	Maimuta General	3	0	0	56		1	0	16385	3	0	monkey	0	99	97	42	21	119	146	22630	15	15	500	1000	1400	69	70	100	100	2000	150	0	0	0	20	0	0	0	2	0	40	40	40	40	40	-30	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7008	Muncitor Tu-Gui	1	0	0	52		1	0	32784		0	nersluck_1	0	85	43	65	22	112	208	37814	10	7	500	1000	1400	75	110	110	100	2000	150	0	0	0	0	0	0	5	5	0	15	15	15	15	15	0	0	0	0	0	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7009	Controlor soldaþi Tu-Gui	3	0	0	53		1	0	32784		0	nersluck_2	0	85	43	65	22	140	172	60733	6	10	500	1000	1400	69	110	100	100	2000	150	0	0	0	0	0	0	10	5	0	15	15	15	15	15	0	0	0	0	0	2.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7010	Comandor alb Tu-Gui	1	0	0	54		1	0	32784		0	nersluck_3	0	85	43	65	22	112	208	66632	10	7	500	1000	1400	75	80	100	100	2000	150	0	0	0	0	0	0	0	5	0	15	15	15	15	15	0	0	0	0	0	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7012	Bi-Ma-Gui-An	1	0	0	52		1	0	512		0	evil_eye	0	60	80	40	20	95	116	2457	3	5	500	1000	1400	78	110	100	100	2000	150	0	0	0	0	0	3	0	5	50	15	15	15	15	15	10	10	0	0	0	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
