8009	O sageata care va ofera o sursa inepuizabila de utilizari.
45509	Protejeazã oamenii de rãspandirea bolilor.	
45510	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor."	
45511	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor."	
45512	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor."	
45513	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor."	
45514	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor. iþi oferã cel puþin un bonus aleatoriu. Poate sã ofere un bonus set de costum."	
45515	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor. iþi oferã cel puþin un bonus aleatoriu. Poate sã ofere un bonus set de costum."	
45516	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor. iþi oferã cel puþin un bonus aleatoriu. Poate sã ofere un bonus set de costum."	
45517	"O coafurã cumplitã, care iþi face ochii sã strãluceascã ameninþãtor. iþi oferã cel puþin un bonus aleatoriu. Poate sã ofere un bonus set de costum."	
45518	"Cãciulã de Crãciun, din lanã roºie. Nu-l spãlaþi cu apã fierbinte."	
45519	"Cãciulã de Crãciun, din lanã verde. Nu-l spãlaþi cu apã fierbinte."	
45520	"Cãciulã de Crãciun, din lanã roºie. Nu-l spãlaþi cu apã fierbinte."	
45521	"Cãciulã de Crãciun, din lanã verde. Nu-l spãlaþi cu apã fierbinte."	
45522	"Cãciulã de Crãciun, din lanã roºie cu un bonus. Nu-l spãlaþi cu apã fierbinte. iþi oferã cel puþin un bonus aleatoriu. Obiectul se poate negocia."	
45523	"Cãciulã de Crãciun, din lanã verde cu un bonus. Nu-l spãlaþi cu apã fierbinte. iþi oferã cel puþin un bonus aleatoriu. Obiectul se poate negocia."	
45524	"Cãciulã de Crãciun, din lanã roºie cu un bonus. Nu-l spãlaþi cu apã fierbinte. iþi oferã cel puþin un bonus aleatoriu. Obiectul se poate negocia."	
45525	"Cãciulã de Crãciun, din lanã verde cu un bonus. Nu-l spãlaþi cu apã fierbinte. iþi oferã cel puþin un bonus aleatoriu. Obiectul se poate negocia."	
45526	O pãlãrie de top roºie elegantã cu urechi de iepure pentru petrecerea ceaiului.	
45527	O pãlãrie de top neagrã elegantã cu urechi de iepure pentru petrecerea ceaiului.	
45528	O pãlãrie de top roºie elegantã cu urechi de iepure pentru petrecerea ceaiului.	
45529	O pãlãrie de top neagrã elegantã cu urechi de iepure pentru petrecerea ceaiului.	
45530	O pãlãrie de top roºie elegantã cu urechi de iepure pentru petrecerea ceaiului. iþi oferã cel puþin un bonus aleatoriu.	
45531	O pãlãrie de top neagrã elegantã cu urechi de iepure pentru petrecerea ceaiului. iþi oferã cel puþin un bonus aleatoriu.	
45532	O pãlãrie de top roºie elegantã cu urechi de iepure pentru petrecerea ceaiului. iþi oferã cel puþin un bonus aleatoriu.	
45533	O pãlãrie de top neagrã elegantã cu urechi de iepure pentru petrecerea ceaiului. iþi oferã cel puþin un bonus aleatoriu.	
45534	Cu aceastã coafurã arãþi ca un antic Zeu-Rege Egiptean.	
45535	Cu aceastã coafurã arãþi ca un antic Zeu-Rege Egiptean.	
45536	Cu aceastã coafurã arãþi ca o anticã Zeiþã-Reginã Egipteanã.	
45537	Cu aceastã coafurã arãþi ca o anticã Zeiþã-Reginã Egipteanã.	
45538	Cu aceastã coafurã arãþi ca un antic Zeu-Rege Egiptean. iþi oferã cel puþin un bonus aleatoriu.	
45539	Cu aceastã coafurã arãþi ca un antic Zeu-Rege Egiptean. iþi oferã cel puþin un bonus aleatoriu.	
45540	Cu aceastã coafurã arãþi ca o anticã Zeiþã-Reginã Egipteanã. iþi oferã cel puþin un bonus aleatoriu.	
45541	Cu aceastã coafurã arãþi ca o anticã Zeiþã-Reginã Egipteanã. iþi oferã cel puþin un bonus aleatoriu.	
45542		
45543		
45544		
45545		
45546	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus.	
45547	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus.	
45548	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus.	
45549	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus.	
45550	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus. iþi oferã cel puþin un bonus aleatoriu.	
45551	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus. iþi oferã cel puþin un bonus aleatoriu.	
45552	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus. iþi oferã cel puþin un bonus aleatoriu.	
45553	Aceastã pãlãrie te transformã intr-un ofiþer de marinã supus. iþi oferã cel puþin un bonus aleatoriu.	
49001	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura. Poþi sã imbunãtãþeºti Costum Aura cu Rune Aura de Gheaþã. Poate fi imbunãtãþit panã la nivelul 49 ºi evoluat de la 50 in sus.	
49002	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura. Poþi sã imbunãtãþeºti Costum Aura cu Rune Aura de Gheaþã. Poate fi evoluat de la nivel 99.	
49003	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura. Poþi sã imbunãtãþeºti Costum Aura cu Rune Aura de Gheaþã. Poate fi evoluat de la nivel 149.	
49004	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura. Poþi sã imbunãtãþeºti Costum Aura cu Rune Aura de Gheaþã. Poate fi evoluat de la nivel 199.	
49005	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura. Poþi sã imbunãtãþeºti Costum Aura cu Rune Aura de Gheaþã. Poate fi evoluat de la nivel 249.	
49006	Puteþi transmite valori ale accesoriilor cu o ratã de absorbþie pe Costum Aura.	
49990	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
49991	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
49992	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
49993	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
49994	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
49995	Material necesar pentru imbunãtãþirea unui Costum Aura. Mergi la Theowahdan pentru imbunãtãþirea Costum Aura.	
50001	Moneda folosita pentru rafinarea armelor de nivel 75. Poate fi obtinuta din Turnul Demonilor.	
50002	Un simplu inel de aur. El poate fi vandut in magazin la un preþ ridicat.	Il poti vinde pentru 5.000.000 Yang	
50003	Iti permite resetarea skill-urilor pentru a invata altele noi.	
50004	Acest obiect iþi aratã unde gãseºti probleme.	
50005	Acest tichet poate fi schimbat cu o Medalie de Cal de la Grãjdar.	
50006	O ladã ornatã cu aur. Ea poate fi deschisã cu o cheie de aur.	
50007	O lada ornata cu argint. Ea poate fi deschisa cu o cheie argintie.	
50008	O cheie realizatã din aur. Ea poate deschide un Cufãr Auriu Comori ºi Cufãr Auriu Comori+.	
50009	O cheie realizatã din argint. Ea poate deschide un Cufãr Argintiu Comori ºi Cufãr Argintiu Comori+.	
50010	Cineva pune cadouri de crãciun in aceastã ºosetã.	
50011	Un obiect ornamental impresionant si stralucitor. Lucruri stranii se petrec atunci cand lumina lunii il atinge.	
50012	Lada ornata cu aur. Poate fi deschisa cu o cheie de aur.	
50013	Lada ornata cu argint. Poate fi deschisa cu o cheie de argint.	
50016	Ingredient pentru o veche reþetã de plãcintã.	
50017	Ingredient pentru o veche reþetã de plãcintã.	
50018	Ingredient pentru o veche reþetã de plãcintã.	
50019	Ingredient pentru o veche reþetã de plãcintã.	
50020	Veche plãcintã care reface toate punctele de viaþã.	
50021	Veche plãcintã care reface toate punctele de mana.	
50022	O veche plãcintã care reface intreaga rezistenþã.	
50023	in ea se aflã o primã de Anul-Nou.	
50024	Floare romanticã folositã pentru a arãta afecþiunea. Doar caracterele feminine pot sã o foloseascã.	
50025	"Produsã din cacao, lapte, unt ºi zahãr. Ciocolata este dãruitã pentru a arãta afecþiunea. Doar caracterele masculine pot sã o foloseascã."	
50027	Din pãcate o farsã. Un obiect fãrã de folos.	
50031	Floare folositã pentru a arãta afecþiunea fata de cineva. Doar caracterele masculine o pot folosi.	
50032	Bomboanã dulce. Doar caracterele feminine pot sã o foloseascã.	
50033	"O ladã pe care este gravatã o literã ciudatã. Dacã este deschisã, va sãri ceva din ea."	
50034	Conþine aceastã ladã un mister?	
50035	Un cadou impachetat in hartie fina.	
50036	Un cadou impachetat in hartie fina.	
50037	Realizatã din hartie specialã. in ea se aflã un cadou ales cu grijã.	
50043	O cheie elaboratã ce deschide un Cufãr Kelpie	
50050	Grãjdarul are nevoie de Medalie pentru a inregistra rezultatele calificãrilor.	
50051	"De indata ce ai trecut testul de calarie, vei avea posibilitate sa iti chemi calul."	
50052	"Cu aceastã licenþã poþi sã iþi strigi calul, dar doar dacã ai absolvit examenul de calificare pentru cai avansaþi la grãjdar."	
50053	"Cu aceastã licenþã poþi sã iþi strigi calul, insã doar dacã ai absolvit examenul de calificare pentru cai profesioniºti la grãjdar."	
50054	Fan pentru hrana unui cal incepãtor.	
50055	Hrana preferatã a unui cal avansat.	
50056	Ginseng inãbuºit. Hranã pentru caii profesioniºti.	
50057	O iarbã legendarã prin care incepãtorii o pot folosi pentru a reinvia caii. Pentru a ajunge la plantã trebuie sã treci inainte de toate de maimuþele din temniþa incepãtorilor.	
50058	"O iarba legendara prin care jucatorii sau calaretii intermediari o pot folosi sa acapareze caii pentru batalie. Pentru a ajunge la planta, trebuie sa treci de maimutele din temnita normala."	
50059	O plantã legendarã cu care cãlãreþii avansaþi pot primi caii de armatã. Ca sa ajungi la plantã prima datã trebuie sã treci de maimuþele din temniþa primejdioasã.	
50060	Dupa ce ai citit cu succes aceasta carte poti sa iti imbunatatesti calitatile de echitatie cu 1 punct. Cartea dispare dupa ce ai citit-o.	
50067	"Puternic, pergament vechi fãcut din hartie specialã. iþi permite imbunãtãþirea unui mount tanãr cu un mount sãlbatic."	
50068	"Puternic, pergament vechi fãcut din hartie specialã. iþi permite imbunãtãþirea unui mount sãlbatic cu un mount curajos."	
50070	Lada cãpitanului orcilor. in ea se aflã ceva de valoare.	
50071	Lada comandantului esoteric. in ea se aflã ceva de valoare.	
50072	Lada comandantului esoteric renãscut. in ea se aflã ceva de valoare.	
50073	Lada Reginei Paianjen. in ea se aflã ceva de valoare.	
50074	Lada pãianjenului uriaº. in ea se aflã ceva de valoare.	
50075	Lada purtãtorului de ciumã uriaº. in ea se aflã ceva de valoare.	
50076	Lada þestoasei de deºert uriaºe. in ea se aflã ceva de valoare.	
50077	Lada celui cu nouã cozi. in ea se aflã ceva de valoare.	
50078	Lada spiritului tigrului galben. in ea se aflã ceva de valoare.	
50079	Lada regelui focului. Din ea iese putere magicã.  Lada regele focului	
50080	Cufãrul Dragon Roºu. in el se aflã ceva de valoare.	
50081	Lada voievodului demon. in ea se aflã ceva de valoare.	
50082	Lada ingerului cu coasã. in ea se aflã ceva de valoare.	
50083	Cufarul Baronesei. Se pare ca ceva valoros este in acest cufar.	
50084	O aurã de energie inconjoarã aceasta piatra. Funcþioneazã impotriva sigiliului de magie.	
50091	"Fãcut din peºte auriu. Meniu deosebit, nu mancare obiºnuitã."	
50092	"Fãcut din crap. Meniu deosebit, nu mancare obiºnuitã."	
50093	O mancare specialã fãcutã din somon si orez rece. iþi Mareste valoarea de atac cu 10 puncte pentru 30 de secunde.	
50094	Un vas special fãcut din pisica de mare crud ºi orez rece. iþi Mareste apãrarea cu 10 puncte pentru 30 de secunde.	
50096	Loveºte ca ºi Baljit-Elvedin!	
50100	Lumineazã cerul in timpul unui festival violet.	
50101	Lumineazã cerul in timpul unui festival galben.	
50102	Lumineazã cerul in timpul unui festival albastru.	
50103	Lumineazã cerul in timpul unui festival roºu.	
50104	Lumineazã cerul in timpul unui festival verde.	
50105	Lumineazã cerul in timpul unui festival alb.	
50106	Artificiile de Craciun sunt mai magnifice decat cele care se lanseaza in mod obisnuit.	
50107	Explodeazã la sol cu un zgomot. | ªansã de necunoºtinþã: 10% | Durata: 5 minute
50108	"Un Cerc de Artificii realizat manual, pe care copiilor le place sã il roteascã pentru amuzament. | ªansã de necunoºtinþã: 10% | Durata: 5 minute"
50118		
50119		
50120	Recipientul stabil este din Grota Exilului.	
50121	Recipientul stabil este din Grota Exilului.	
50122	Recipientul stabil este din Grota Exilului.	
50123	"Impuls de energie! Aceasta inghetata va mareste viteza de miscare cu 60 timp de 30 minute. Atentie: Reactivarea acestui suport in timp ce este deja activ, se va adauga timpului ramas."	
50124	Din interiorul ei se aud sunete de animal.	
50125	Acest cufãr este incredibil de usor aproape ca ai spune ca este gol...	
50126	Acest cufãr este incredibil de uºor - poþi spune cã este chiar gol...	
50127	Cutie de Smarald deschisã.	
50128	O Cutie de Safir fãrã incuietoare. Poate fi deschisã direct. E un secret valoros inãuntru...	
50129	Cutie de Ametist deschisã.	
50130	O cutie de Topaz fãrã incuietoare. Poate fi deschisã direct. E un secret valoros inãuntru...	
50131	O Cutie de Citrin fãrã incuietoare. Poate fi deschisã direct. E un secret valoros inãuntru...	
50132	"O Cutie de Rubin care poate fi deschisã doar cu o cheie specialã. Aparent, exteriorul unei asemenea cutii iþi ia vederea, fãrã a mai conta ce e inãuntru."	
50133	"O cutie de Smarald incuiatã care poate fi deschisã doar cu o cheie specialã. Aparent, cu un asemenea exterior care iþi ia ochii nu mai conteazã ce e inãuntru."	
50134	"O cutie de Safir incuiatã care poate fi deschisã doar cu o cheie specialã. Aparent, cu un asemenea exterior care iþi ia ochii nu mai conteazã ce e inãuntru."	
50135	"O cutie de Ametist incuiatã care poate fi deschisã doar cu o cheie specialã. Aparent, cu un asemenea exterior care iþi ia ochii nu mai conteazã ce e inãuntru."	
50136	"O cutie de Topaz incuiatã care poate fi deschisã doar cu o cheie specialã. Aparent, cu un asemenea exterior care iþi ia ochii nu mai conteazã ce e inãuntru."	
50137	"O cutie de Citrin incuiatã care poate fi deschisã doar cu o cheie specialã. Aparent, cu un asemenea exterior care iþi ia ochii nu mai conteazã ce e inãuntru."	
50150	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Rubin incuiatã. Mã intreb ce e inãuntru?	
50151	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Smarald incuiatã. Mã intreb ce e inãuntru?	
50152	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Safir incuiatã. Mã intreb ce e inãuntru?	
50153	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Ametist incuiatã. Mã intreb ce e inãuntru?	
50154	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Topaz incuiatã. Mã intreb ce e inãuntru?	
50155	Poþi folosi aceastã cheie preþioasã pentru a deschide o Cutie de Citrin incuiatã. Mã intreb ce e inãuntru?	
50156	A frumoasã cheie Artizanalã. Sclipeºte in toate culorile curcubeului. Ai posibilitatea sã deschizi cu uºurinþã orice cutie cu ea.	
50160	Un Ou de Paºte colorat.	
50161	Un Ou de Paºte colorat	
50162	Un Ou de Paºte colorat	
50163	Un Ou de Paºte colorat	
50164	Un Ou de Paºte colorat	
50165	Un Ou de Paºte colorat	
50166	Un Ou de Paºte colorat	
50167	Un Ou de Paºte colorat	
50168	Un Ou de Paºte colorat	
50169	Un Ou de Paºte colorat	
50170	Un Ou de Paºte colorat	
50171	Un Ou de Paºte colorat	
50172	Un Ou de Paºte colorat	
50173	Un Ou de Paºte colorat	
50174	Un Ou de Paºte colorat	
50175	Un Ou de Paºte colorat	
50176	Un Ou de Paºte colorat	
50177	Un Ou de Paºte colorat	
50178	Un Ou de Paºte colorat	
50179	Un Ou de Paºte colorat	
50180	Un coº gol in care poþi pune Ouã de Paºte	
50181	Un coº umplut cu Ouã de Paºte.	
50182	Un cufãr binecuvantat oferit doar celor ce vor sa devina adevarati samurai. Bine ai venit pe Ynari.	
50183	"Aceste dulciuri au un efect special: vitezã de miºcare +10, daune +5% ºi experienþã 10%. Dureazã 30 de minute."	
50184		
50185		
50186	Acest cufãr este þinut incuiat de puterile demonice. Pot fi in el lucruri foarte valoroase.	
50187	Cadoul de bun venit contine un echipament de baza potrivit pentru a putea incepe aventura.	
50188	Acest cufãr se va deschide doar cand ai atins nivelul 10.	
50189	Acest cufãr se va deschide doar cand ai atins nivelul 20.	
50190	Acest cufãr se va deschide doar cand ai atins nivelul 30.	
50191	Acest cufãr se va deschide doar cand ai atins nivelul 40.	
50192	Acest cufãr se va deschide doar cand ai atins nivelul 50.	
50193	Acest cufãr se va deschide doar cand ai atins nivelul 60.	
50194	Acest cufãr se va deschide doar cand ai atins nivelul 70.	
50195	Acest cufãr se va deschide doar cand ai atins nivelul 80.	
50196	Acest cufãr se va deschide doar cand ai atins nivelul 90.	
50197		
50198	Un obiect care te ajuta sa vinzi automat obiectele adunate. Activezi sau dezactivezi rapid vanzarea automata si alegi ce obiecte sa vinzi, pastrand doar cele valoroase. Economisesti timp, scapand de cele inutile.
50199		
50200	iþi permite sã iþi deschizi propriul magazin.	
50212	Cadoul de bun venit contine un echipament de baza potrivit pentru a putea incepe aventura.	
50213	Cadoul de bun venit contine un echipament de baza potrivit pentru a putea incepe aventura.	
50215	Un cufãr cu o faþã infricoºãtoare de dovleac. Cu o scarþaiturã puternicã acesta se deschide ºi poþi descoperi ce se aflã inãuntru.	
50216	"Bautura calda facuta din vin si mirodenii care iti ofera +10% viteza, +5% paguba si +10% experienta pentru 30 de minute."	
50249	Cufãrul conþine un obiect ales la intamplare oferit recompensã tuturor Olimpicilor.	
50252	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50253		
50254	Acest cufãr extrem de greu ascunde bogãþiile considerate cã aparþinand Naþiunii intunecate.	
50255	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50256	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50257	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50258	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50259	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50260	"Inima cristalina a dragonului pastreaza in ea sufletul, Piatra Dragonului."	
50263	"Aceasta actiune leaga un obiect la alegere de caracterul tau. Obiectele personalizate nu pot fi negociate, aruncate sau fermecate."	
50264	Inlatura un obiect personalizat.	
50265	Mingea este rotunda si din aur.	
50266	"Cufãrul Jotun Thrym. Judecand dupã aspectul incuietorii, ceva valoros se ascunde inãuntru."	
50267	Obþine 400 sau mai multe puncte in jocul okey pentru a caºtiga acest premiu. Ai ºansa de a obþine un Magazin Premium Personal (1 Zi).	
50268	Obþine intre 300 si 399 puncte in jocul okey pentru a caºtiga acest premiu. Ai ºansa de a obþine un Magazin Premium Personal (1 Zi).	
50269	Obþine 299 puncte sau mai puþin in jocul okey pentru a caºtiga acest premiu.	
50270	Acest cufãr a fost recuperat din adãpostul Reginei Dragon Meley. Conþine o comoarã valoroasã. Obiectul se poate negocia.	
50271	Acest cufãr conþine comorile magnifice ale gãrzilor dragon care timp de secole s-au crezut pierdute. Obiectul se poate negocia.	
50272	Recompensã de aur pentru faptele tale eroice la spintecarea ºefului.	
50273	Recompensã de argint pentru faptele tale eroice la spintecarea ºefului.	
50274	Recompensã de bronz pentru faptele tale eroice la spintecarea ºefului.	
50275	Obþine 400 sau mai multe puncte in jocul okey pentru a caºtiga acest premiu.	
50276	Obþine intre 250 si 399 puncte in jocul okey pentru a caºtiga acest premiu.	
50277	Obþine 249 sau mai puþine puncte in jocul okey pentru a caºtiga acest premiu.	
50278	"Acest cornet are un efect special: vitezã de miºcare +10, daune +5% ºi EXP +10%. Dureazã 30 de minute. Consumã-le sau schimbã 3 Cornete de ingheþatã pentru un Bol de Cristal o datã pe zi."	
50279	Colecteazã cupe pentru Varã. Are nevoie de 10 Cupe de ingheþatã pentru a face un Cornet de ingheþatã.	
50280	Acest luxos Bol de Cristal oferã o mulþime de variante pentru a-þi prezenta creaþiile cu inghþatã. Schimbã trei Boluri de Cristal pentru un Tort de ingheþatã de Varã in oraº.	
50281	Obþine o Cutie Rãcoritoare de Varã la schimb cu Tortul de ingheþatã.	
50282	Existã ceva mai rãcoritor decat aceastã Cutie Rãcoritoare? Deschide-o ºi gãseºte unul dintre obiectele fierbinþi inãuntru.	
50283	Folosind acest obiect va fi adãugat colecþiei tale.	
50284	Folosind acest obiect va fi adãugat colecþiei tale.	
50285	Cufar ce este menit marilor bresle, acesta poate fi deschis doar o singura data. 	
50286	Un cufãr cu un conþinut valoros.	
50287	Include sansa drop site 50% si Extindere Depozit. Pachetul este valabil pentru 15 de zile.
50288	Include sansa drop site 50% si Extindere Depozit. Pachetul este valabil pentru 30 de zile.
50289	Reincarnarea imediatã are loc fãrã intarziere.	
50290	Un cufãr cu un conþinut valoros.	
50294	Acest cufãr a fost recuperat din adãpostul Reginei Dragon Meley. Conþine o comoarã valoroasã.	
50296	Aceastã cutie conþine 5 Cãrþi de Respingere.	
50297	Aceastã cutie conþine 5 Cãrþi de Ajutor.	
50298	Aceastã ladã conþine 5 Cufere cu Cãrti de Respingere.	
50299	Aceastã ladã conþine 5 Cufere cu Cãrti de Ajutor.	
50300	Ridicã Nivelul Abilitãþii de Maestru.	
50301	Prima din cele 3 cãrþi de strategie de rãzboi. Ridicã puterea de conducere. Cartea dispare dupã citire.	
50302	A doua din cele 3 cãrþi de strategie de rãzboi. Ridicã puterea de conducere. Cartea dispare dupã citire.	
50303	A treia din cele 3 cãrþi de strategie de rãzboi. Ridicã puterea de conducere. Cartea dispare dupã citire.	
50304	Carte de tactica folosita pentru antrenamentul Combo. Cartea dispare dupa citire.	
50305	Carte de tactica folosita pentru antrenamentul avansat Combo. Cartea dispare dupa citire.	
50306	Carte de tactica folosita pentru antrenamentul maestru Combo. Cartea dispare dupa citire.	
50307	Conþine o sarcinã uºoarã a carei indeplinire este rãsplãtitã.	
50308	Conþine o sarcinã normalã a cãrei indeplinire este rãsplãtitã.	
50309	Conþine o sarcinã grea a cãrei indeplinire este rãsplãtitã.	
50310	Conþine o misiune pentru experþi. Dacã o indeplineºti vei fi rãsplãtit.	
50311	"Acest manual, fãcut din pergament, iþi permite sã inþelegi limba Shinsoo, de indatã ce atingi levelul de master."	
50312	"Acest manual, fãcut din pergament, iþi permite sã inþelegi limba Chunjo, de indatã ce atingi levelul de master."	
50313	"Acest manual, fãcut din pergament, iþi permite sã inþelegi limba Jinno, de indatã ce atingi levelul de master."	
50314	Studierea cu succes a acestei carti iti creste abilitatea de transformare. Cartea dispare dupa citire.	
50315	Dacã studiezi cum trebuie aceastã carte iþi va mari atributele de transformare. insã vor dispãrea dupã ce ai terminat de citit cartea.	
50316	Studiul acestei carti creste capacitatea de transformare. Cartea dispare dupa citire.	
50323	Acest cufãr conþine o carte de abilitãþi pentru respingere aleasã aleatoriu.	
50324	Acest cufãr conþine o carte de abilitãþi pentru ajutor aleasã aleatoriu.	
50325	Citeºte cu succes aceastã carte pentru a-þi imbunãtãþi precizia. Dispare dupã citire.	
50330	"Conþine o misiune extrem de dificilã (1), vei fi recompensat dupã finalizarea ei."	
50331	"Conþine o misiune extrem de dificilã (2), vei fi recompensat dupã finalizarea ei."	
50332	"Conþine o misiune extrem de dificilã (3), vei fi recompensat dupã finalizarea ei."	
50333	Conþine o misiune in Aria Dong Gwang care va fi recompensatã dupã finalizarea cu succes.	
50334	Conþine o misiune in Prãpastia Nam Gwang care va fi recompensatã dupã finalizarea cu succes.	
50335	Conþine o misiune in Trecãtoarea Yilad care va fi recompensatã dupã finalizarea cu succes.	
50336	Conþine o misiune in Canionul Nordic care va fi recompensatã dupã finalizarea cu succes.	
50337	Conþine o misiune in Stramtoarea Sufletului care va fi recompensatã dupã finalizarea cu succes.	
50338	Prima dintre cele trei cãrþi despre inþelegere. iþi poate creºte carisma. Cartea dispare dupã citire.	
50339	A doua dintre cele trei cãrþi despre inþelegere. iþi poate creºte carisma. Cartea dispare dupã citire.	
50340	A treia dintre cele trei cãrþi despre inþelegere. iþi poate creºte carisma. Cartea dispare dupã citire.	
50341	Prima dintre cele trei cãrþi despre formaþii de luptã. iþi poate creºte inspiraþia. Cartea dispare dupã citire.	
50342	A doua dintre cele trei cãrþi despre formaþii de luptã. iþi poate creºte inspiraþia. Cartea dispare dupã citire.	
50343	A treia dintre cele trei cãrþi despre formaþii de luptã. iþi poate creºte inspiraþia. Cartea dispare dupã citire.	
50401	Foloseste aceasta carte pentru maestru Incizie Tripla. Cartea dispare dupa citire.	
50402	Foloseste aceasta carte pentru maestru Vartejul Sabiei. Cartea dispare dupa citire.	
50403	Foloseste aceasta carte pentru maestru Betia de Lupta. Cartea dispare dupa citire.	
50404	Foloseste aceasta carte pentru maestru Aura Sabiei. Cartea dispare dupa citire.	
50405	Foloseste aceasta carte pentru maestru Bataia Vantului. Cartea dispare dupa citire.	
50406	Foloseºte aceastã carte pentru master la abilitatea Puterea Vieþii. Cartea dispare dupa citire.	
50416	Foloseste aceasta carte pentru maestru Patrundere. Cartea dispare dupa citire.	
50417	Foloseste aceasta carte pentru maestru Lovitura Puternica. Cartea dispare dupa citire.	
50418	Foloseste aceasta carte pentru maestru Tropait. Cartea dispare dupa citire.	
50419	Foloseste aceasta carte pentru maestru Trup Puternic. Cartea dispare dupa citire.	
50420	Foloseste aceasta carte pentru maestru Lovitura de Sabie. Cartea dispare dupa citire.	
50421	Foloseste aceasta carte pentru master la abilitatea Sabie Sfera. Cartea dispare dupa citire.	
50431	Foloseste aceasta carte pentru maestru Ambuscada. Cartea dispare dupa citire.	
50432	Foloseste aceasta carte pentru maestru Atac Fulger. Cartea dispare dupa citire.	
50433	Foloseste aceasta carte pentru maestru Pumnal Rulant. Cartea dispare dupa citire.	
50434	Foloseste aceasta carte pentru maestru Camuflaj. Cartea dispare dupa citire.	
50435	Foloseste aceasta carte pentru maestru Nor Otravitor. Cartea dispare dupa citire.	
50436	Foloseste aceasta carte pentru master la abilitatea Otrava Subtila. Cartea dispare dupa citire.	
50446	Foloseste aceasta carte pentru maestru Foc Repetat. Cartea dispare dupa citire.	
50447	Foloseste aceasta carte pentru maestru Ploaie de Sageti. Cartea dispare dupa citire.	
50448	Foloseste aceasta carte pentru maestru Sageata de Foc. Cartea dispare dupa citire.	
50449	Foloseste aceasta carte pentru maestru Mers Lin. Cartea dispare dupa citire.	
50450	Foloseste aceasta carte pentru maestru Sageata Otravita. Cartea dispare dupa citire.	
50451	Foloseste aceasta carte pentru master la abilitatea Scanteie. Cartea dispare dupa citire.	
50461	Foloseste aceasta carte pentru maestru Lovitura Degetului. Cartea dispare dupa citire.	
50462	Foloseste aceasta carte pentru maestru Vartejul Dragon. Cartea dispare dupa citire.	
50463	Foloseste aceasta carte pentru maestru Lama Fermecata. Cartea dispare dupa citire.	
50464	Foloseste aceasta carte pentru maestru Frica. Cartea dispare dupa citire.	
50465	Foloseste aceasta carte pentru maestru Armura Fermecata. Cartea dispare dupa citire.	
50466	Foloseste aceasta carte pentru maestru Anulare Vraja. Cartea dispare dupa citire.	
50476	Foloseste aceasta carte pentru maestru Lovitura Intunecata. Cartea dispare dupa citire.	
50477	Foloseste aceasta carte pentru maestru Lovitura de Foc. Cartea dispare dupa citire.	
50478	Foloseste aceasta carte pentru maestru Spiritul Focului. Cartea dispare dupa citire.	
50479	Foloseste aceasta carte pentru maestru Protectie Intunecata. Cartea dispare dupa citire.	
50480	Foloseste aceasta carte pentru maestru Lovitura Stafiei. Cartea dispare dupa citire.	
