ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
30567	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30568	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30569	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30570	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30571	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30572	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30573	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30574	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30575	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30576	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30577	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30578	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30579	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30580	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30581	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30582	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30583	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30584	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30585	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30586	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30600	Model Cusut	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30601	Design Armura	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30602	Vopsea Albastra	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30603	Vopsea Rosie	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30604	Vopsea Gri	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30605	Foi de Aur	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30606	Foi de Argint	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30607	Foi de Cupru	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30608	Foi de Otel	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30609	Foi de Bronz	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30610	Mithril	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30611	Curele Dure	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30612	Franghii Rezistente	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30613	Piatra Driadelor	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30614	Vopsea Neagra	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30615	Vopsea Alba	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30616	Dioxid de Titan	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30617	Moneda Inceputului	ITEM_SPECIAL	0	1	258496	NONE	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30618	Piatra Lunii	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30619	Vopsea Auriu Metalizat	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30620	Corn Dragon Rosu	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30621	Solzi Dragon Rosu	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30622	Design Armura: Coif	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30623	Cartea Adevarului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30624	Sufletul Adevarului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30625	Padparadscha	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30626	Cianit	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30627	Fructul Zeului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30628	Floare Divina	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30629	Elixirul Zeului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30630	Aripi de Dragon	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30639	Fragment Misterios	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30640	Ornament Halloween (m)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30641	Orn Palarie Halloween(m)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30642	Ornam Insotitor Bantuit	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30643	Ornament Mount Bantuit	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30644	Ornament Bijuterii	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30645	Ornament Insotitor	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30646	Ornament Esarfa	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30647	Orn Obiect de Bijuterie	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30648	Ornament Carte Insotitor	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30649	Ornament cu Dinti+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30650	Ornament Cor Draconis	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30651	Ornament Gaya	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30652	Ornament Misterios	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30653	Ornament Cufar Rubin	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30654	Ornament Halloween (f)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30655	Orn Palarie Halloween(f)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31001	Copia Inscriptiei	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31002	Document Vechi	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31003	Antidot	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31004	Clei Copac Sfintit	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31005	Esenta Cristal Albastru	ITEM_QUEST	0	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31006	Cuart Blestemat Rosu	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31007	Roca Vulcanica	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31008	Lacrima Cerului	ITEM_QUEST	0	1	106624	NONE	NONE	NONE	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31009	Pana din Coada Bufnitei	ITEM_MATERIAL	MATERIAL_LEATHER	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31010	Scrisoarea Talhar Rosu	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31011	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31012	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31013	Pergament Inghetat	ITEM_MATERIAL	MATERIAL_LEATHER	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31014	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31015	Scrisoarea Cpt. Carlig	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31016	Scrisoare Lee Chung	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31017	Scrisoare Sigilata	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31018	Manuscris Carapax	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31019	Piatra Aoi	ITEM_MATERIAL	MATERIAL_LEATHER	1	256	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31020	Bulb Floare de Stanca	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31021	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31022	Armura din Zale Oin	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31023	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31024	Piele Manticore	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31025	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31026	Armura Crustaceu	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31027	Nisip Fin	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31028	Caramida de Lut	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31029	Lumina Interioara	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31030	Lumina Interioara	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31031	Esenta Eternitatii	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31032	Perla Leviatanului	ITEM_QUEST	0	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31033	Mantia Conducatorului	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31034	Totem Gigant	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31035	Piatra Neagra	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31036	Aur Negru	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31037	Punga din Piele	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31038	Teren Sfant	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31039	Punga cu Monede	ITEM_MATERIAL	MATERIAL_LEATHER	1	256	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31040	Medalie de Aur	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31041	Fosila	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31042	Sulita Triton	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31043	Tableta Lemurilor	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31044	Piatra Murasaki	ITEM_MATERIAL	MATERIAL_LEATHER	1	256	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31045	Piatra Akai	ITEM_MATERIAL	MATERIAL_LEATHER	1	256	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31046	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31047	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31048	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31049	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31050	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31051	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31052	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31053	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31054	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31055	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31056	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31057	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31058	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31059	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31060	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31061	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31062	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31063	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31064	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31065	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31066	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31067	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31068	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31069	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	204928	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
